╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1751/00/00,::.,"23бу42""","102бу24""",,5,VI,9,
1751/03/00,::.,"23бу48""","106бу54""",,4.75,VI,9,
1751/05/25,::.,"26бу30""","99бу54""",,6.75,IX,9,
1753/00/00,::.,"31бу24""","79бу42""",,5.5,VII,9,
1754/05/00,::.,"37бу42""","112бу30""",,5,VI,9,
1754/06/00,::.,"25бу00""","101бу30""",,5,VI,9,
1755/01/27,::.,"24бу42""","102бу12""",,6.5,VIII,9,
1755/02/08,::.,"23бу48""","102бу42""",,6,VIII,9,
1757/06/13,::.,"25бу00""","98бу30""",,5.5,VII,9,
1761/05/23,::.,"24бу24""","102бу30""",,6,VIII,9,
1761/11/03,::.,"24бу24""","102бу30""",,6,VII,9,
1763/12/30,::.,"24бу18""","102бу48""",,6.5,VIII,9,
1765/02/09,::.,"44бу42""","82бу54""",,6,,9,
1765/03/15,::.,"41бу48""","123бу24""",,5.5,VII,9,
1765/05/01,::.,"35бу18""","103бу54""",,5.5,VII,9,
1765/09/02,::.,"34бу48""","105бу00""",,6.5,,9,
1770/09/26,::.,"24бу36""","99бу54""",,5.5,VII,9,
1772/03/01,::.,"38бу18""","114бу24""",,5,VI,9,
1776/12/00,::.,"23бу30""","120бу30""",,5.5,VII,9,
1781/10/03,::.,"25бу54""","101бу06""",,5,VI,9,
1782/04/30,::.,"26бу12""","111бу42""",,5,VI,9,
1783/00/00,::.,"25бу36""","103бу48""",,5,,9,
1785/00/00,::.,"25бу00""","98бу30""",,5,VI,9,
1785/04/18,::.,"39бу54""","98бу00""",,6,VIII,9,
1785/00/00,::.,"30бу30""","101бу30""",,5,VI,9,
1786/00/00,::.,"29бу06""","110бу24""",,4.75,VI,9,
1786/06/01,::.,"29бу48""","102бу06""",,7.5,IX,9,
1786/06/18,::.,"44бу00""","80бу48""",,6,,9,
1786/07/00,::.,"25бу00""","98бу30""",,5,VI,9,
1787/12/13,::.,"31бу00""","103бу42""",,4.75,VI,9,
1789/06/07,::.,"24бу12""","102бу48""",,6.5,IX,9,
1789/11/07,::.,"34бу36""","110бу18""",,5,VI,9,
1791/00/00,::.,"31бу00""","95бу00""",,6.75,IX,9,
1791/02/11,::.,"38бу00""","115бу30""",,5.5,VI,9,
1791/03/00,::.,"23бу30""","116бу42""",,5,VI,9,
1791/04/08,::.,"24бу30""","117бу42""",,5.5,,9,
1792/04/00,::.,"27бу24""","114бу36""",,4.75,VI,9,
1792/08/09,::.,"23бу36""","120бу30""",,6.75,IX,9,
1792/09/07,::.,"31бу00""","101бу30""",,6,VIII,9,
1792/11/30,::.,"30бу36""","101бу30""",,5.5,VII,9,
1793/05/15,::.,"30бу36""","101бу30""",,6,,9,
1795/08/05,::.,"39бу42""","118бу42""",,5.25,,9,
1796/03/00,::.,"36бу00""","119бу24""",,5,VI,9,
1797/00/00,::.,"23бу00""","120бу12""",,5,VI,9,
1799/08/27,::.,"23бу48""","102бу24""",,6.5,,9,
1803/02/01,::.,"25бу36""","100бу36""",,6,,9,
1804/00/00,::.,"24бу54""","115бу36""",,5,VI,9,
1805/06/25,::.,"37бу06""","114бу30""",,5,VI,9,
1805/08/05,::.,"39бу42""","119бу12""",,5.5,VII,9,
1806/01/11,::.,"25бу18""","115бу42""",,6,,9,
1811/03/18,::.,"25бу12""","121бу18""",,6.5,,9,
1811/09/27,::.,"31бу42""","100бу18""",,6,,9,
1812/03/08,::.,"43бу42""","83бу00""",,7.5,,9,
1812/04/02,::.,"34бу36""","110бу36""",,5,VI,9,
1813/00/00,::.,"36бу00""","111бу24""",,5.25,,9,
1813/10/17,::.,"28бу00""","120бу42""",,4.75,,9,
1814/01/10,::.,"34бу36""","113бу24""",,5,VI,9,
1814/02/04,::.,"35бу48""","114бу24""",,5.25,VII,9,
1814/11/24,::.,"23бу42""","102бу30""",,6,,9,
1815/07/11,::.,"24бу42""","121бу48""",,5.5,VII,9,
1815/08/06,::.,"39бу00""","117бу30""",,5,VI,9,
1815/10/13,::.,"25бу12""","121бу12""",,6.5,VIII,9,
1815/10/23,::.,"34бу48""","111бу12""",,6.75,IX,9,
1816/00/00,::.,"24бу48""","121бу48""",,5.5,VII,9,
1816/12/08,::.,"31бу24""","100бу42""",,6.5,VIII,9,
1819/02/24,::.,"36бу06""","102бу18""",,5.75,VII,9,
1819/09/14,::.,"26бу30""","107бу12""",,5.75,,9,
1820/08/03,::.,"34бу06""","113бу54""",,6,VIII,9,
1820/10/00,::.,"34бу48""","111бу12""",,4.75,VI,9,
1822/06/18,::.,"33бу00""","104бу36""",,5.5,VII,9,
1823/08/00,::.,"32бу30""","107бу54""",,5,VI,9,
1825/10/00,::.,"25бу54""","119бу00""",,4.75,VI,9,
1827/03/23,::.,"34бу54""","111бу06""",,5.25,,9,
1829/04/00,::.,"37бу30""","111бу12""",,5.25,,9,
1829/08/18,::.,"34бу36""","110бу36""",,4.75,VI,9,
1829/11/18,::.,"33бу12""","117бу54""",,5.5,VII,9,
1829/11/19,::.,"36бу36""","118бу30""",,6,VIII,9,
1830/06/12,::.,"36бу24""","114бу12""",,7.5,X,9,
1831/00/00,::.,"35бу54""","117бу48""",,4.75,VI,9,
1831/09/28,::.,"32бу48""","116бу48""",,6.25,VIII,9,
1832/01/00,::.,"24бу18""","117бу00""",,5,VI,9,
1832/08/00,::.,"39бу54""","96бу48""",,5.5,VII,9,
1833/09/06,::.,"25бу12""","103бу00""",,8,XI,9,
1833/12/13,::.,"24бу42""","121бу48""",,4.75,VI,9,
1834/00/00,::.,"28бу36""","87бу06""",,6,VIII,9,
1834/16/00,::.,"33бу00""","97бу00""",,5.5,VII,9,
1834/04/11,::.,"24бу54""","103бу00""",,5,VI,9,
1835/06/06,::.,"36бу18""","116бу24""",,5,VI,9,
1837/16/00,::.,"34бу36""","103бу42""",,6,VIII,9,
1839/02/07,::.,"26бу06""","99бу54""",,6,VIII,9,
1839/02/23,::.,"26бу06""","99бу54""",,6,,9,
1839/06/27,::.,"23бу24""","120бу24""",,6.5,VIII,9,
1840/11/00,::.,"23бу48""","120бу30""",,5,VI,9,
1842/06/11,::.,"43бу36""","93бу00""",,7,IX,9,
1845/02/00,::.,"24бу06""","120бу30""",,6,VIII,9,
1845/11/03,::.,"26бу00""","100бу06""",,5.5,VII,9,
1847/00/00,::.,"28бу24""","92бу24""",,6.5,,9,
1847/03/00,::.,"34бу48""","111бу48""",,4.75,VI,9,
1848/12/03,::.,"24бу06""","120бу30""",,6.75,IX,9,
1850/00/00,::.,"34бу42""","104бу54""",,5,VI,9,
1850/09/12,::.,"27бу48""","102бу18""",,7.5,X,9,
1852/05/26,::.,"37бу30""","105бу12""",,6,VIII,9,
1853/02/08,::.,"24бу54""","111бу42""",,4.75,VI,9,
1853/11/00,::.,"39бу00""","76бу12""",,5.5,VII,9,
1854/12/24,::.,"29бу06""","107бу06""",,5.5,VII,9,
1855/12/11,::.,"39бу06""","121бу36""",,5.5,VII,9,
1855/00/00,::.,"29бу12""","108бу06""",,4.75,VI,9,
1856/01/15,::.,"30бу06""","120бу00""",,4.75,VI,9,
1856/04/10,::.,"39бу06""","121бу42""",,5.25,,9,
1856/06/10,::.,"29бу42""","108бу48""",,5.5,VII,9,
1857/01/29,::.,"22бу42""","110бу18""",,4.75,VI,9,
1859/09/19,::.,"40бу42""","122бу12""",,5,VI,9,
1861/07/00,::.,"24бу18""","102бу54""",,4.75,VI,9,
1861/07/19,::.,"39бу06""","121бу42""",,6,VIII,9,
1862/02/00,::.,"25бу42""","100бу06""",,5.5,VII,9,
1862/06/07,::.,"23бу24""","120бу06""",,6.5,VIII,9,
1862/12/23,::.,"35бу30""","111бу30""",,5.5,VII,9,
1863/04/00,::.,"25бу54""","100бу06""",,5.5,VII,9,
1863/08/30,::.,"29бу12""","114бу06""",,5,VI,9,
1863/09/25,::.,"43бу48""","87бу36""",,5.5,VII,9,
1866/09/21,::.,"28бу00""","119бу36""",,4.75,VI,9,
1867/09/00,::.,"30бу30""","120бу48""",,4.75,VI,9,
1867/12/18,::.,"25бу30""","121бу42""",,6,,9,
1868/10/30,::.,"32бу24""","117бу48""",,5.5,,9,
1870/00/00,::.,"22бу24""","120бу36""",,5.5,VII,9,
1870/04/11,::.,"30бу00""","99бу00""",,7.25,X,9,
1870/07/05,::.,"24бу06""","102бу00""",,5,,9,
1874/06/23,::.,"23бу00""","115бу18""",,5,VI,9,
1875/06/00,::.,"26бу18""","109бу18""",,5,VI,9,
1876/08/05,::.,"25бу30""","99бу30""",,6,,9,
1876/00/00,::.,"25бу42""","100бу06""",,4.75,VI,9,
1877/10/00,::.,"25бу30""","102бу24""",,4.75,VI,9,
1878/08/07,::.,"27бу42""","100бу48""",,5.5,VII,9,
1879/05/12,::.,"31бу48""","104бу48""",,5,VI,9,
1879/07/01,::.,"33бу12""","104бу42""",,8,XI,9,
1879/11/23,::.,"24бу36""","98бу42""",,5,VI,9,
1879/00/00,::.,"24бу24""","103бу24""",,5.5,VII,9,
1880/06/22,::.,"33бу00""","104бу36""",,5.5,VII,9,
1880/09/30,::.,"39бу42""","118бу42""",,5,VI,9,
1881/02/18,::.,"24бу30""","120бу42""",,5.5,VII,9,
1881/06/00,::.,"28бу36""","102бу30""",,4.75,VI,9,
1881/07/20,::.,"33бу36""","104бу36""",,6.5,VIII,9,
1881/09/25,::.,"25бу00""","121бу30""",,5.5,VII,9,
1882/01/00,::.,"24бу24""","103бу24""",,5.75,VII,9,
1882/12/02,::.,"38бу06""","115бу30""",,6,VIII,9,
1882/12/09,::.,"23бу48""","120бу30""",,6.25,,9,
1883/06/23,::.,"37бу54""","112бу30""",,5.5,VII,9,
1884/01/00,::.,"23бу30""","120бу24""",,5.25,,9,
1884/11/14,::.,"23бу00""","101бу06""",,6.5,VIII,9,
1885/01/14,::.,"34бу30""","105бу42""",,6,VIII,9,
1885/02/21,::.,"40бу42""","122бу12""",,5,VI,9,
1885/12/22,::.,"24бу00""","104бу00""",,5,VI,9,
1886/01/13,::.,"23бу24""","116бу42""",,4.75,VI,9,
1887/04/08,::.,"24бу00""","116бу48""",,5,VI,9,
1887/07/00,::.,"37бу00""","103бу48""",,5,VI,9,
1887/12/16,::.,"23бу42""","102бу30""",,6.75,IX,9,
1888/03/11,::.,"36бу30""","102бу12""",,5,VI,9,
1888/06/13,::.,"38бу30""","119бу00""",,7.5,,9,
1888/11/02,::.,"37бу06""","104бу12""",,6.25,VIII,9,
1889/09/00,::.,"38бу06""","106бу18""",,5,,9,
1889/10/00,::.,"36бу18""","115бу06""",,5,VI,9,
1889/11/21,::.,"24бу18""","120бу42""",,4.75,VI,9,
1890/00/00,::.,"36бу54""","112бу54""",,5.5,VII,9,
1890/04/22,::.,"26бу30""","99бу54""",,5.5,,9,
1890/10/06,::.,"27бу18""","100бу18""",,5,VI,9,
1891/04/17,::.,"37бу06""","111бу54""",,5.75,VII,9,
1892/02/10,::.,"29бу00""","105бу00""",,5,VI,9,
1892/04/22,::.,"23бу00""","120бу12""",,5.5,VII,9,
1892/07/30,::.,"19бу48""","110бу30""",,5,VI,9,
1893/02/23,::.,"38бу18""","116бу48""",,5,VI,9,
1893/04/00,::.,"25бу36""","102бу24""",,5,VI,9,
1893/06/01,::.,"36бу36""","101бу48""",,5.5,VII,9,
1893/08/29,::.,"30бу30""","101бу30""",,6.75,IX,9,
1893/11/26,::.,"22бу42""","107бу48""",,5,VI,9,
1893/12/17,::.,"41бу42""","82бу48""",,6.75,IX,9,
1893/12/25,::.,"41бу12""","80бу18""",,6.5,VIII,9,
1894/08/21,::.,"26бу12""","104бу06""",,5,VI,9,
1895/07/05,::.,"37бу42""","75бу06""",,7,IX,9,
1895/07/11,::.,"25бу18""","100бу18""",,4.75,,9,
1895/08/30,::.,"23бу30""","116бу30""",,6,VIII,9,
1896/02/12,::.,"26бу54""","100бу12""",,5.5,VII,9,
1896/02/14,::.,"29бу12""","104бу54""",,5.75,VII,9,
1896/03/05,::.,"38бу00""","76бу00""",,6.5,VIII,9,
1896/00/00,::.,"32бу30""","97бу54""",,7,IX,9,
1896/11/01,::.,"39бу24""","75бу48""",,6.5,VIII,9,
1897/03/19,::.,"24бу42""","121бу48""",,6,VIII,9,
1898/06/21,::.,"39бу48""","76бу36""",,6,VIII,9,
1898/09/22,::.,"39бу06""","113бу00""",,5.5,VII,9,
1899/11/00,::.,"23бу36""","109бу36""",,5,VI,9,
1899/13/00,::.,"24бу48""","98бу18""",,5.5,VII,9,
1900/08/00,::.,"30бу30""","103бу30""",,5,VI,9,
1901/2/15,::.,"26бу00""","100бу06""",,6,VIII,9,
1901/6/7,80:59:90.,"24бу42""","121бу48""",,6,,9,
1902/08/00,80:59:90.,"26бу18""","99бу54""",,5.5,VII,9,
1902/8/22,00:00.0,"39бу53""","76бу12""",,8.25,X,9,
1904/4/24,40:39.0,"23бу30""","120бу30""",,6,,9,
1904/8/30,40:39.0,"31бу12""","100бу54""",,7,IX,9,
1904/11/6,42:59:90.0,"23бу30""","120бу18""",,6.25,,9,
1905/8/12,42:59:90.0,"22бу12""","113бу36""",,4.75,VI,9,
1905/8/25,46:45.0,"43бу00""","129бу00""",47,6.75,,9,
1905/8/28,02:00.0,"24бу12""","121бу42""",,5,VI,9,
1905/11/8,27:00.0,"29бу18""","104бу48""",,5,VI,9,
1906/1/7,27:00.0,"26бу12""","104бу06""",,5.5,VII,9,
1906/3/17,64:29:90.0,"23бу36""","120бу30""",,6.75,,9,
1906/3/26,30:39.0,"23бу42""","120бу30""",,5,,9,
1906/3/28,30:39.0,"24бу30""","118бу30""",,6.5,VIII,9,
1906/4/4,43:39.0,"23бу36""","120бу30""",,4.75,,9,
1906/4/7,43:39.0,"23бу24""","120бу24""",,5.5,,9,
1906/4/14,31:89:90.0,"23бу24""","120бу24""",,6.5,,9,
1906/4/14,75:29:90.0,"23бу24""","120бу24""",,6.25,,9,
1906/05/00,75:29:90.0,"24бу36""","98бу36""",,5.25,,9,
1906/8/16,75:29:90.0,"29бу06""","111бу42""",,5,VI,9,
1906/12/23,21:00.0,"43бу30""","85бу00""",,8,X,9,
1907/10/15,21:00.0,"24бу48""","118бу42""",,5,VI,9,
1908/1/11,36:39.0,"23бу42""","121бу24""",,6.5,,9,
1909/2/21,36:39.0,"37бу24""","113бу36""",,5,VI,9,
1909/4/15,35:49:90.0,"25бу00""","121бу30""",,7.3,,9,
1909/5/11,54:24.0,"24бу24""","103бу00""",,6.5,VIII,9,
1909/5/23,64:49:90.0,"24бу00""","120бу54""",,5.6,,9,
1909/8/11,64:49:90.0,"23бу06""","112бу30""",,4.75,VI,9,
1909/11/21,37:39.0,"24бу24""","121бу48""",,7.3,,9,
1910/1/8,49:30.0,"35бу00""","122бу00""",,6.75,,9,
1910/3/26,23:89:90.0,"23бу54""","121бу36""",,4.75,,9,
1910/4/12,21:30.0,"25бу30""","122бу30""",20,7.75,,9,
1910/6/17,28:04.0,"21бу00""","121бу00""",,6.5,,9,
1910/7/12,36:12.0,"37бу00""","76бу00""",12,6.75,,9,
1910/9/1,45:50.0,"22бу42""","121бу42""",,6.5,,9,
1910/9/1,20:59.0,"24бу06""","122бу24""",,6.5,,9,
1910/11/14,34:31.0,"24бу30""","122бу00""",,6.25,,9,
1910/00/00,34:31.0,"24бу36""","98бу36""",,5.5,VII,9,
1911/1/26,34:31.0,"39бу48""","114бу30""",,5.5,VII,9,
1911/2/6,34:31.0,"29бу36""","116бу00""",,5,VI,9,
1911/5/14,34:31.0,"23бу00""","115бу18""",,5.5,VII,9,
1911/10/15,40:00.0,"31бу00""","80бу30""",,6.75,,9,
1911/10/18,40:00.0,"26бу30""","103бу06""",,5.5,VII,9,
1912/11/3,04:43.0,"23бу30""","122бу00""",,5.5,,9,
1912/12/25,20:73:70.0,"23бу48""","121бу48""",,6.25,,9,
1913/1/8,01:50.0,"23бу48""","121бу42""",,6.5,,9,
1913/1/9,45:10.0,"23бу48""","121бу42""",,6.5,,9,
1913/1/10,34:51.0,"23бу30""","121бу48""",,5.75,,9,
1913/2/7,34:51.0,"32бу12""","114бу06""",,5,VI,9,
1913/2/7,34:51.0,"31бу12""","115бу00""",,5,VI,9,
1913/3/6,09:00.0,"30бу00""","83бу00""",,6.2,,9,
1913/3/6,04:00.0,"30бу00""","83бу00""",,6.4,,9,
1913/4/3,39:00.0,"32бу12""","119бу30""",,5.5,VII,9,
1913/7/16,39:00.0,"29бу36""","103бу42""",,5,VI,9,
1913/08/00,39:00.0,"28бу24""","102бу18""",,6,VIII,9,
1913/8/18,39:00.0,"31бу48""","104бу42""",,5,VI,9,
1913/12/21,37:38.0,"24бу09""","102бу27""",,7,IX,9,
1913/12/22,30:40.0,"24бу12""","102бу30""",,6,,9,
1914/00/00,30:40.0,"25бу42""","100бу12""",,4.75,VI,9,
1914/7/6,37:30.0,"24бу00""","122бу00""",6,6.75,,9,
1914/8/5,64:13:60.0,"43бу30""","91бу30""",,7.5,VIII,9,
1914/10/9,39:10.0,"35бу00""","78бу00""",,6.5,,9,
1915/1/6,72:64:20.0,"25бу00""","123бу00""",16,7.25,,9,
1915/4/28,19:46.0,"34бу30""","96бу00""",,6.5,,9,
1915/5/5,12:08.0,"34бу00""","96бу00""",,6.5,,9,
1915/7/24,11:89:90.0,"24бу00""","121бу36""",,4.75,,9,
1915/11/19,41:91:80.0,"18бу00""","119бу30""",,6.25,,9,
1915/12/3,39:19.0,"29бу30""","91бу30""",,7,IX,9,
1915/12/17,04:47.0,"42бу00""","79бу30""",,6.5,,9,
1916/08/00,04:47.0,"35бу42""","111бу18""",,5,VI,9,
1916/8/9,30:10.0,"18бу30""","120бу00""",,5.5,,9,
1916/8/28,39:42.0,"30бу00""","81бу00""",,7.5,,9,
1916/8/28,27:05.0,"23бу42""","120бу54""",,6.5,VIII,9,
1916/11/15,13:30.0,"24бу00""","121бу00""",,6,,9,
1917/00/00,13:30.0,"39бу24""","99бу48""",,4.75,VI,9,
1917/1/5,13:30.0,"23бу54""","120бу54""",,6.25,,9,
1917/1/7,25:00.0,"23бу54""","120бу54""",,5.75,,9,
1917/1/24,84:81:20.0,"31бу18""","116бу12""",,6.25,VIII,9,
1917/7/4,83:82:00.0,"25бу00""","123бу00""",,7,,9,
1917/7/4,36:30.0,"25бу00""","123бу00""",,6.5,,9,
1917/7/31,40:50.0,"28бу00""","104бу00""",,6.75,IX,9,
1917/7/31,23:10.0,"42бу30""","131бу00""",46,7.5,,9,
1917/7/31,59:10.0,"46бу54""","90бу00""",,5.5,,9,
1917/9/5,59:10.0,"39бу00""","95бу00""",,5.75,,9,
1917/11/28,40:10.0,"46бу54""","90бу00""",,5.5,,9,
1918/1/15,29:06.0,"25бу24""","123бу24""",,5,,3,
1918/2/10,44:62:60.0,"43бу00""","130бу00""",45,6.5,,9,
1918/2/13,07:13.0,"24бу00""","117бу00""",,7.3,X,9,
1918/3/27,52:15.0,"25бу00""","123бу00""",,6.25,,9,
1918/4/10,03:54.0,"43бу30""","130бу30""",57,7.2,,9,
1918/4/28,12:40.0,"30бу30""","82бу00""",,5.5,,9,
1918/5/4,06:05.0,"21бу00""","120бу00""",,5.5,,9,
1918/06/00,06:05.0,"30бу30""","117бу24""",,4.75,VI,9,
1918/6/7,55:09.0,"24бу18""","121бу18""",,5.5,,9,
1918/6/8,55:09.0,"47бу54""","130бу54""",,4.75,VI,9,
1918/8/9,14:40.0,"34бу30""","114бу30""",,5.25,VI,9,
1918/8/14,14:40.0,"26бу54""","103бу00""",,5.5,VII,9,
1918/9/24,80:30:80.0,"24бу00""","121бу00""",,5,,9,
1918/12/1,35:04.0,"39бу00""","73бу00""",,6.5,,9,
1918/12/19,55:50.0,"23бу24""","121бу00""",,5.5,,3,
1919/2/14,09:20.0,"47бу30""","129бу00""",,4.75,,9,
1919/3/11,52:00:80.0,"26бу24""","125бу30""",13,6,,9,
1919/5/29,59:45.0,"31бу30""","100бу30""",,6.25,,9,
1919/6/1,51:20.0,"26бу30""","125бу00""",20,7,,9,
1919/7/17,49:05.0,"24бу00""","121бу00""",,5.75,,9,
1919/7/24,03:20.0,"40бу00""","76бу00""",,6.5,,9,
1919/8/26,51:50.0,"32бу00""","100бу00""",,6.25,,9,
1919/8/29,42:20.0,"23бу48""","121бу48""",,6,,9,
1919/11/1,21:00.0,"24бу00""","116бу30""",,6,,9,
1919/12/9,21:00.0,"24бу24""","103бу30""",,5.5,VII,9,
1919/12/21,40:00.0,"23бу00""","121бу42""",,6.25,,9,
1919/12/21,43:72:40.0,"23бу00""","121бу42""",,7,,9,
1919/12/22,43:72:40.0,"23бу42""","103бу18""",,5.5,VII,9,
1920/1/23,43:00.0,"25бу30""","122бу00""",,6.25,,9,
1920/5/2,27:50.0,"35бу00""","90бу30""",,6.25,,9,
1920/5/2,46:40.0,"35бу00""","90бу30""",,6,,9,
1920/5/6,40:35.0,"43бу00""","131бу30""",52,6.25,,9,
1920/5/29,23:01.0,"25бу06""","120бу30""",,5.5,,3,
1920/6/5,21:28.0,"23бу30""","122бу42""",,8,,3,
1920/6/14,08:10.0,"40бу00""","76бу00""",,5.25,,9,
1920/07/00,08:10.0,"22бу48""","101бу00""",,4.75,VI,9,
1920/10/12,54:48.0,"36бу00""","81бу00""",,6.25,,9,
1920/10/20,02:27.0,"25бу06""","120бу48""",,6.5,,2,
1920/10/21,55:10.0,"23бу42""","120бу06""",,6.25,,3,
1920/12/5,70:82:50.0,"24бу18""","120бу12""",,6,,3,
1920/12/6,92:75:70.0,"24бу54""","123бу06""",,5,,3,
1920/12/16,05:53.0,"36бу42""","104бу54""",,8.5,XII,9,
1920/12/25,33:13.0,"36бу36""","105бу12""",,7,,9,
1920/12/28,16:29.0,"37бу06""","105бу18""",,6.25,,9,
1921/1/7,42:25.0,"37бу00""","105бу00""",,6,,9,
1921/3/19,19:45.0,"24бу00""","116бу30""",,6.25,,9,
1921/3/27,19:45.0,"37бу06""","104бу12""",,5.5,VII,9,
1921/4/2,36:45.0,"23бу18""","122бу00""",,6.5,,9,
1921/4/12,36:00.0,"35бу48""","106бу12""",,6.5,,9,
1921/7/19,30:00.0,"23бу00""","121бу42""",,6,,9,
1921/7/25,03:50.0,"24бу00""","123бу00""",,6,,9,
1921/7/26,32:71:40.0,"24бу00""","123бу00""",,5.75,,9,
1921/10/7,32:71:40.0,"36бу00""","110бу06""",,5,VI,9,
1921/10/15,32:71:40.0,"30бу30""","91бу00""",,6.25,,9,
1921/12/1,49:40.0,"33бу42""","122бу00""",,6.5,,9,
1922/1/10,41:12.0,"24бу00""","123бу00""",,6,,9,
1922/4/7,58:18.0,"23бу30""","119бу00""",,5.75,,9,
1922/5/16,06:45.0,"20бу00""","121бу00""",,6,,9,
1922/5/20,06:45.0,"24бу42""","116бу30""",,5,VII,9,
1922/5/23,44:00.0,"23бу18""","121бу24""",,5.75,,9,
1922/7/2,29:48.0,"23бу18""","122бу00""",,6,,9,
1922/7/19,54:50.0,"24бу48""","121бу00""",,6,,3,
1922/9/2,31:60:60.0,"24бу30""","122бу00""",,7.6,,9,
1922/9/5,33:50.0,"24бу00""","120бу00""",,6.5,,9,
1922/9/7,20:50.0,"24бу00""","123бу00""",,5.75,,9,
1922/9/15,33:13:90.0,"24бу36""","122бу18""",,7.2,,9,
1922/9/17,64:43:60.0,"23бу54""","122бу30""",,6.25,,9,
1922/9/17,22:36.0,"24бу12""","122бу12""",,6,,9,
1922/9/17,53:06.0,"24бу12""","122бу12""",,6.25,,9,
1922/9/17,59:18.0,"24бу12""","122бу12""",,6.75,,9,
1922/9/18,20:00.0,"24бу12""","122бу12""",,6,,9,
1922/9/29,10:50.0,"39бу12""","120бу30""",,6.5,,9,
1922/9/30,43:50.0,"42бу30""","89бу18""",,5.25,,9,
1922/10/14,56:25.0,"24бу30""","122бу12""",,6.25,,9,
1922/10/14,39:05.0,"24бу30""","122бу12""",,5.5,,9,
1922/10/15,74:64:50.0,"24бу36""","122бу18""",,6.75,,9,
1922/10/17,20:50.0,"39бу30""","91бу00""",,6.5,,9,
1922/10/27,22:40.0,"24бу30""","122бу12""",,6.5,,9,
1922/12/2,46:36.0,"24бу36""","122бу00""",,6.25,,9,
1922/12/13,03:52.0,"24бу30""","122бу00""",,5.75,,9,
1923/1/3,20:00.0,"24бу12""","122бу00""",,5.75,,9,
1923/2/28,13:39.0,"24бу36""","122бу00""",,5,,9,
1923/3/5,81:09:90.0,"24бу30""","121бу48""",,5,,9,
1923/3/24,40:06.0,"31бу30""","101бу00""",,7.3,X,9,
1923/4/6,60:94:00.0,"24бу42""","122бу18""",,5.75,,9,
1923/4/25,60:30:60.0,"29бу36""","87бу48""",,4.75,,9,
1923/5/4,41:00.0,"23бу12""","120бу36""",,5.5,,9,
1923/6/21,25:00.0,"40бу30""","82бу30""",,5.25,,9,
1923/7/1,54:55.0,"22бу00""","100бу30""",,6.5,,9,
1923/7/2,31:55.0,"23бу06""","122бу00""",,6.5,,9,
1923/7/27,73:70:60.0,"43бу00""","130бу00""",43,5.75,,9,
1923/08/00,73:70:60.0,"28бу42""","102бу12""",,5.5,VII,9,
1923/8/7,23:28.0,"32бу30""","97бу30""",,4.75,,9,
1923/8/10,03:40.0,"41бу00""","77бу30""",,4.75,,9,
1923/8/10,17:20.0,"41бу00""","77бу30""",,5.5,,9,
1923/8/27,14:45.0,"23бу48""","121бу54""",,6.25,,4,
1923/9/2,14:45.0,"36бу00""","106бу12""",,5,VI,9,
1923/9/14,14:45.0,"39бу24""","115бу48""",,5.5,VII,9,
1923/10/15,14:45.0,"48бу30""","122бу30""",,5,VI,9,
1923/10/20,18:48.0,"30бу00""","99бу00""",,6.5,,9,
1923/11/19,52:92:00.0,"24бу00""","123бу00""",,6.75,,9,
1923/11/19,19:00.0,"24бу00""","123бу00""",,5.75,,9,
1923/11/22,20:45.0,"24бу00""","123бу00""",,6,,9,
1923/11/26,30:50.0,"24бу00""","123бу00""",,5.75,,9,
1923/12/9,30:62:00.0,"32бу00""","127бу30""",,6,,9,
1924/1/27,22:12.0,"20бу00""","121бу00""",,6.5,,9,
1924/2/10,40:50.0,"32бу00""","88бу00""",,5.25,,9,
1924/3/26,50:64:20.0,"43бу00""","131бу00""",41,5.5,,9,
1924/4/22,50:64:20.0,"35бу30""","104бу00""",,5.75,,9,
1924/5/3,14:48.0,"16бу00""","119бу00""",,5.5,,9,
1924/5/7,00:48.0,"16бу00""","119бу00""",,6.75,,9,
1924/7/3,40:10.0,"36бу48""","83бу48""",,7.25,,3,
1924/7/5,01:54.0,"37бу18""","85бу18""",,5,,9,
1924/7/12,44:40.0,"37бу06""","83бу36""",,7.2,,4,
1924/7/22,23:46.0,"23бу48""","122бу18""",,6.25,,9,
1924/8/14,75:75:00.0,"29бу30""","90бу00""",,6,,9,
1924/10/9,43:25:70.0,"30бу00""","90бу00""",,6.5,,9,
1925/2/8,20:00.0,"25бу00""","121бу30""",,5.5,,9,
1925/3/1,25:26.0,"23бу06""","121бу18""",,5.5,,9,
1925/3/16,42:17.0,"25бу42""","100бу24""",,7,,2,
1925/3/17,75:02:60.0,"25бу00""","100бу30""",,6.25,,9,
1925/4/17,23:50.0,"20бу24""","120бу12""",,7.1,,9,
1925/5/24,42:00.0,"23бу54""","121бу54""",,5.75,,9,
1925/5/26,37:00.0,"24бу00""","123бу00""",,6,,9,
1925/6/14,38:10.0,"24бу18""","121бу48""",,5.5,,9,
1925/7/27,38:10.0,"31бу42""","115бу30""",,5,VI,9,
1925/8/6,13:30.0,"40бу00""","78бу00""",,5.25,,9,
