╚╒╞┌,╩▒╝ф(▒▒╛й╩▒),╬│╢╚(╢╚-╖╓),╛н╢╚(╢╚-╖╓),╔ю╢╚(km),╒Ё╝╢,┴╥╢╚,╛л╚╖╢╚,▓╬┐╝╡╪╡у
1966/8/7,28:32.0,"42бу12""","84бу48""",4.9,4.6,,9,
1966/8/10,21:52.0,"31бу00""","91бу42""",3.3,4.6,,9,
1966/8/12,00:39.0,"24бу30""","122бу06""",3,4.7,,9,
1966/8/14,00:39.0,"24бу24""","123бу00""",4.9,5.2,,9,
1966/8/14,08:35.0,"38бу18""","73бу42""",14.4,4.7,,9,
1966/8/21,06:18.0,"37бу17""","114бу55""",2.3,4.2,,1,
1966/8/22,30:70:90.0,"37бу17""","114бу55""",2.5,4.2,,1,
1966/8/23,75:30:60.0,"24бу00""","122бу48""",5.7,5.2,,9,
1966/8/26,25:30.0,"37бу39""","115бу13""",2.5,4.8,,1,
1966/9/16,05:20.0,"22бу54""","121бу24""",5.3,6,,9,
1966/9/16,45:10.0,"22бу48""","121бу24""",5.3,5.2,,9,
1966/9/16,01:59.0,"22бу48""","121бу18""",5,5,,9,
1966/9/18,19:37.0,"22бу42""","101бу54""",,4.7,,9,
1966/9/18,15:55.0,"22бу36""","102бу18""",,5.6,,3,
1966/9/19,34:42:90.0,"23бу00""","121бу18""",3.8,4.5,,9,
1966/9/19,03:53.0,"24бу00""","97бу42""",,5.4,VII,2,
1966/9/21,73:72:20.0,"24бу06""","97бу42""",,5.2,,9,
1966/9/21,24:38.0,"24бу00""","97бу48""",,4.75,,2,
1966/9/23,41:30.0,"26бу12""","104бу30""",,5,VI,2,
1966/9/26,22:57.0,"22бу18""","117бу54""",5.1,5.3,,9,
1966/9/26,11:01.0,"27бу30""","92бу42""",4.5,5.7,,2,
1966/9/26,03:48.0,"27бу30""","92бу42""",3.3,4.2,,9,
1966/9/28,30:50.0,"24бу18""","121бу42""",4.5,4.6,,9,
1966/9/28,00:19.0,"27бу30""","100бу06""",,6.4,IX,2,
1966/9/29,00:19.0,"27бу24""","100бу06""",,4.4,,2,
1966/9/29,41:41:90.0,"40бу00""","77бу36""",3.7,4.5,,9,
1966/9/29,74:95:70.0,"27бу24""","100бу12""",,4.5,,2,
1966/10/1,18:10.0,"27бу06""","102бу54""",,4.3,,1,
1966/10/2,24:57.0,"43бу50""","125бу07""",1,5.2,VII,1,
1966/10/3,20:12.0,"23бу18""","105бу48""",,4.5,,4,
1966/10/5,10:30.0,"27бу30""","100бу12""",,4,,2,
1966/10/5,47:51.0,"32бу18""","94бу48""",,4.3,,4,
1966/10/10,01:39.0,"23бу30""","121бу42""",,4.8,,9,
1966/10/10,44:12.0,"24бу00""","122бу54""",5.7,5.1,,9,
1966/10/11,30:51:70.0,"40бу48""","105бу30""",,4.75,,4,
1966/10/11,06:20.0,"27бу54""","103бу48""",,5.2,,2,
1966/10/12,32:82:10.0,"37бу10""","114бу43""",2.5,4.5,,1,
1966/10/13,42:46.0,"31бу24""","80бу06""",3.5,4.8,,3,
1966/10/14,44:30.0,"36бу30""","87бу24""",1.4,6,,9,
1966/10/14,15:20.0,"39бу24""","80бу12""",3.3,4.6,,9,
1966/10/15,49:56.0,"37бу16""","114бу53""",2.3,4.1,,1,
1966/10/16,02:14.0,"40бу06""","75бу36""",,4,,9,
1966/10/20,34:10.0,"33бу36""","78бу30""",2.5,4.9,,2,
1966/10/20,11:02.0,"37бу30""","99бу30""",,4.5,,3,
1966/10/21,95:62:30.0,"26бу36""","125бу12""",10.8,4.5,,9,
1966/10/22,43:99:90.0,"23бу06""","121бу24""",,4.9,,9,
1966/10/26,16:20.0,"40бу36""","77бу42""",,4.5,,9,
1966/11/4,31:49.0,"37бу13""","114бу52""",2.5,4.6,,1,
1966/11/4,00:55.0,"39бу54""","78бу00""",3.9,4.5,,9,
1966/11/6,92:85:40.0,"39бу54""","78бу06""",4.8,4.5,,9,
1966/11/7,84:25:70.0,"32бу54""","104бу18""",,4.8,,3,
1966/11/7,08:11.0,"33бу54""","80бу54""",,4.7,,9,
1966/11/9,26:25.0,"26бу48""","125бу36""",4.5,5.2,,9,
1966/11/19,19:35.0,"43бу12""","88бу06""",3.3,4.5,,9,
1966/11/21,11:30.0,"24бу24""","122бу36""",9.7,5,,9,
1966/11/24,53:09:90.0,"23бу30""","121бу42""",3,4.9,,9,
1966/11/25,13:18.0,"37бу20""","114бу52""",1.9,4,,1,
1966/12/4,73:49:90.0,"23бу42""","121бу42""",5,4.9,,9,
1966/12/13,07:24.0,"37бу12""","114бу50""",2.3,4.1,,1,
1966/12/17,45:21:60.0,"29бу36""","80бу48""",1.9,6.1,,9,
1966/12/17,25:00.0,"29бу36""","80бу54""",0.7,4.9,,9,
1966/12/17,59:14.0,"37бу12""","114бу48""",2.5,4.1,,1,
1966/12/19,64:23:70.0,"29бу30""","80бу54""",,4.7,,9,
1966/12/19,24:02.0,"24бу42""","122бу36""",4.7,4.8,,9,
1966/12/22,61:05:90.0,"29бу42""","80бу48""",2.1,5.2,,9,
1967/1/4,20:69:90.0,"24бу00""","121бу42""",1,4.6,,9,
1967/1/4,41:30.0,"20бу06""","120бу06""",,5.3,,2,
1967/1/8,36:33.0,"37бу45""","115бу12""",2.5,4.3,,1,
1967/1/9,39:42.0,"24бу18""","122бу24""",7.1,4.5,,9,
1967/1/14,29:17.0,"44бу42""","81бу30""",2,4.5,,3,
1967/1/15,57:02.0,"21бу54""","99бу00""",,4.4,,4,
1967/1/16,61:81:00.0,"38бу06""","74бу12""",16.4,4.75,,9,
1967/1/18,31:52:70.0,"34бу00""","92бу42""",,4.6,,4,
1967/1/20,44:64:10.0,"32бу06""","101бу06""",,4,,2,
1967/1/21,44:64:10.0,"22бу06""","99бу06""",,4.4,,2,
1967/1/21,40:70:40.0,"24бу00""","97бу36""",,4,,3,
1967/1/21,27:52.0,"27бу06""","127бу06""",6.3,4.3,,9,
1967/1/23,70:81:90.0,"22бу06""","121бу54""",,4.3,,3,
1967/1/24,45:12.0,"30бу12""","104бу06""",,5.5,VII,2,
1967/1/26,71:85:60.0,"24бу18""","114бу12""",,4.4,,2,
1967/1/26,05:06.0,"24бу06""","121бу48""",4,4.5,,3,
1967/1/28,03:00.0,"24бу42""","121бу54""",9.5,5,,2,
1967/1/29,06:41.0,"22бу48""","121бу18""",3.2,4.25,,9,
1967/2/1,45:81:80.0,"24бу06""","121бу42""",2.5,4.6,,3,
1967/2/2,91:85:80.0,"40бу18""","76бу30""",5.8,4.5,,3,
1967/2/2,38:00.0,"39бу48""","75бу18""",4.5,5,,2,
1967/2/6,28:17.0,"20бу30""","119бу48""",0.7,4.4,,9,
1967/2/8,14:20.0,"30бу24""","101бу30""",,4,,2,
1967/2/10,51:07.0,"41бу42""","86бу18""",4.3,4.5,,2,
1967/2/11,01:40.0,"27бу36""","96бу30""",3.3,4.7,,9,
1967/2/13,58:10.0,"38бу00""","106бу18""",,4,,2,
1967/2/13,02:13.0,"24бу48""","122бу06""",7.4,4.25,,9,
1967/2/14,33:10.0,"23бу00""","111бу54""",,4.3,,3,
1967/2/15,31:41.0,"43бу18""","83бу12""",,4.25,,5,
1967/2/16,63:75:40.0,"33бу42""","87бу24""",,4.5,,3,
1967/2/17,53:47.0,"23бу30""","102бу36""",,4.4,,2,
1967/2/20,40:82:50.0,"42бу06""","83бу36""",,4.6,,3,
1967/2/23,25:48.0,"24бу18""","122бу36""",6.5,5.2,,2,
1967/2/25,48:37.0,"24бу54""","122бу30""",5.6,4.7,,9,
1967/2/25,56:11.0,"27бу24""","92бу30""",3.3,4,,9,
1967/2/28,64:14:70.0,"22бу42""","112бу00""",,4.6,,3,
1967/3/2,30:18.0,"30бу18""","84бу24""",,4.25,,4,
1967/3/2,38:23.0,"30бу18""","84бу36""",,4,,3,
1967/3/2,47:13.0,"28бу42""","86бу24""",,4,,9,
1967/3/3,50:10.0,"30бу54""","117бу40""",,4.2,,1,
1967/3/4,21:00.0,"24бу18""","97бу54""",,4.2,,2,
1967/3/4,23:20.0,"24бу48""","122бу00""",,4.5,,3,
1967/3/4,09:26.0,"21бу24""","121бу54""",12.5,6.1,,2,
1967/3/8,38:16.0,"37бу36""","114бу28""",2,4.2,,1,
1967/3/12,38:16.0,"28бу30""","94бу24""",1.5,5.2,,9,
1967/3/14,58:06.0,"28бу24""","94бу24""",1.9,6.2,,2,
1967/3/19,46:38.0,"29бу36""","102бу12""",,4,,2,
1967/3/24,90:80:70.0,"24бу12""","121бу42""",4.8,4.6,,9,
1967/3/24,19:00.0,"42бу30""","86бу48""",,4.5,,2,
1967/3/25,35:17.0,"25бу00""","122бу18""",12.6,4.7,,9,
1967/3/25,51:28.0,"37бу14""","114бу49""",2,4.2,,1,
1967/3/26,53:50.0,"35бу42""","114бу12""",,4,,3,
1967/3/27,58:20.0,"38бу30""","116бу30""",,6.3,VII,9,
1967/3/27,41:01.0,"38бу36""","116бу30""",,4.1,,2,
1967/3/29,53:06.0,"27бу30""","100бу18""",,4.4,,2,
1967/4/1,49:59.0,"39бу54""","78бу06""",,4.1,,4,
1967/4/5,84:75:80.0,"38бу24""","116бу24""",,4,,2,
1967/4/10,43:20.0,"28бу54""","86бу54""",,4,,4,
1967/4/10,49:39.0,"23бу06""","121бу24""",0.5,4.6,,9,
1967/4/11,31:18.0,"24бу00""","122бу12""",9,4.7,,9,
1967/4/14,06:27.0,"29бу24""","98бу36""",,4,,3,
1967/4/15,32:60:30.0,"30бу18""","103бу12""",,4,,2,
1967/4/15,51:59.0,"33бу00""","120бу30""",,4.2,,2,
1967/4/16,56:39.0,"24бу36""","122бу06""",1.5,4.5,,9,
1967/4/17,44:41.0,"24бу54""","121бу48""",1,4.2,,9,
1967/4/17,07:16.0,"25бу00""","122бу06""",,5.2,,2,
1967/4/19,00:55.0,"25бу18""","99бу54""",,4.4,,2,
1967/4/22,18:58.0,"44бу30""","83бу42""",,4.5,,4,
1967/4/24,01:52.0,"26бу06""","103бу12""",,4.1,,2,
1967/4/24,12:48.0,"42бу24""","131бу06""",52.7,4.75,,9,
1967/4/25,37:11.0,"27бу00""","102бу48""",,4.3,,2,
1967/4/25,30:39.0,"43бу24""","87бу06""",2,5,,2,
1967/4/27,39:32.0,"29бу48""","101бу24""",,4,,2,
1967/4/28,71:51:90.0,"42бу00""","82бу00""",,4.9,,2,
1967/4/29,50:30.0,"37бу33""","113бу33""",,4,,9,
1967/4/29,57:03.0,"39бу36""","74бу54""",6.1,4,,9,
1967/4/30,16:39.0,"24бу00""","121бу48""",1,4.5,,9,
1967/5/5,32:30.0,"29бу18""","103бу36""",,4.25,,2,
1967/5/5,80:81:10.0,"29бу18""","103бу42""",3,4.8,,2,
1967/5/8,20:07.0,"27бу18""","104бу48""",,4,,2,
1967/5/11,01:20.0,"23бу42""","121бу36""",6,4.7,,9,
1967/5/11,50:59.0,"39бу18""","73бу48""",3.3,5.9,,1,
1967/5/12,21:11.0,"39бу24""","73бу48""",,4.4,,2,
1967/5/13,33:30.0,"28бу00""","126бу54""",3.3,4.6,,9,
1967/5/14,00:57.0,"39бу18""","73бу42""",3.3,5.2,,2,
1967/5/17,23:36.0,"39бу18""","73бу06""",,4.5,,9,
1967/5/17,50:07.0,"24бу24""","122бу12""",,5.1,,2,
1967/5/19,20:15.0,"23бу48""","122бу06""",5.8,4.6,,9,
1967/5/25,16:12.0,"24бу48""","122бу48""",4,4.7,,9,
1967/5/27,25:20.0,"40бу06""","77бу18""",3.5,4.8,,3,
1967/5/27,27:05.0,"31бу30""","102бу54""",,4,,2,
1967/5/28,30:54:80.0,"36бу06""","77бу42""",1,5.9,,2,
1967/5/29,47:15.0,"29бу13""","103бу08""",,4.5,,1,
1967/6/2,27:36.0,"41бу00""","88бу06""",,4.4,,3,
1967/6/8,13:30.0,"39бу00""","123бу42""",,4.75,,3,
1967/6/18,02:10.0,"35бу24""","87бу54""",,5,,9,
1967/6/20,18:26.0,"35бу30""","87бу54""",,4.4,,3,
1967/6/21,40:00.0,"48бу42""","122бу00""",3,4.8,V,3,
1967/6/21,50:52.0,"35бу30""","88бу24""",,4.5,,3,
1967/6/22,10:18.0,"48бу30""","122бу00""",,4.5,,2,
1967/6/24,25:23.0,"34бу18""","123бу00""",,4.4,,3,
1967/6/25,25:23.0,"39бу30""","73бу48""",,4,,9,
1967/6/25,25:23.0,"39бу30""","73бу24""",,4,,9,
1967/6/25,40:50:60.0,"23бу54""","121бу42""",1.5,5.1,,9,
1967/6/25,52:30.0,"23бу54""","121бу42""",4,5,,9,
1967/6/26,48:32.0,"24бу54""","121бу42""",2.9,4.6,,9,
1967/6/28,70:64:80.0,"23бу36""","121бу42""",5.9,4.6,,9,
1967/6/29,70:70:20.0,"26бу06""","123бу36""",27.9,4.6,,9,
1967/6/30,74:64:90.0,"39бу36""","89бу18""",,4.2,,3,
1967/6/30,26:36.0,"22бу24""","121бу00""",7.1,4.75,,9,
1967/7/8,65:63:10.0,"27бу54""","92бу06""",3.3,4.8,,9,
1967/7/8,74:92:00.0,"35бу36""","87бу54""",,4.9,,3,
1967/7/9,22:50.0,"27бу36""","100бу42""",,4,,2,
1967/7/9,41:50.0,"39бу54""","78бу12""",,4,,9,
1967/7/9,59:24.0,"23бу00""","121бу00""",2,4.8,,9,
1967/7/11,50:20.0,"23бу48""","121бу36""",6.3,4,,9,
1967/7/11,15:42.0,"31бу47""","118бу20""",,4.6,,1,
1967/7/12,80:22:80.0,"37бу17""","114бу51""",2.2,4,,1,
1967/7/12,32:42.0,"37бу17""","114бу51""",2,4,,1,
1967/7/16,38:48.0,"40бу24""","77бу30""",,4,,9,
1967/7/17,38:48.0,"23бу00""","120бу54""",3.8,4.7,,9,
1967/7/18,15:10.0,"22бу48""","120бу48""",3.5,4.7,,9,
1967/7/22,22:10.0,"39бу00""","97бу48""",,4,,9,
1967/7/24,52:39.0,"23бу36""","121бу06""",1,4.7,,9,
1967/7/28,55:58.0,"40бу33""","115бу33""",1,5.4,VI,1,
1967/7/29,08:10.0,"29бу36""","104бу24""",,4,,2,
1967/7/30,13:46.0,"40бу18""","104бу54""",,4.7,,2,
1967/8/2,34:21.0,"23бу30""","121бу36""",5,5.2,,9,
1967/8/4,34:21.0,"32бу30""","85бу00""",,4.3,,4,
1967/8/6,28:52.0,"26бу30""","124бу24""",3.3,4.5,,9,
1967/8/6,31:03.0,"37бу48""","74бу12""",21.5,4.4,,3,
1967/8/12,35:39.0,"28бу00""","90бу00""",,5,,9,
1967/8/13,36:00.0,"37бу21""","114бу52""",2.5,4.5,,1,
1967/8/15,21:04.0,"31бу06""","93бу36""",2.5,5.5,,2,
1967/8/15,36:08.0,"44бу42""","132бу24""",4.8,5.2,,9,
1967/8/18,36:08.0,"37бу21""","114бу52""",2,4,,1,
1967/8/18,22:42.0,"30бу18""","127бу36""",3.3,4.5,,9,
1967/8/20,14:10.0,"32бу42""","106бу48""",,4.8,VI,3,
1967/8/20,02:06.0,"45бу30""","80бу24""",1,5.3,,2,
1967/8/21,33:50.0,"37бу06""","95бу42""",3.3,4.5,,9,
1967/8/23,33:59:90.0,"25бу06""","122бу06""",7,4.5,,9,
1967/8/24,20:69:90.0,"23бу36""","121бу06""",1.5,4.8,,9,
1967/8/24,91:70:90.0,"35бу30""","87бу48""",,4.8,,2,
1967/8/29,55:10.0,"36бу30""","80бу12""",,4.5,,9,
1967/8/30,54:64:10.0,"41бу06""","78бу54""",,4.5,,3,
1967/8/30,03:25.0,"31бу36""","100бу06""",,4.2,,2,
1967/10/12,50:04.0,"28бу18""","126бу48""",23.3,4.7,,9,
1967/8/30,22:03.0,"31бу36""","100бу18""",,6.8,IX,1,
1967/8/30,57:40.0,"31бу42""","100бу18""",1.3,4.9,,9,
1967/8/30,08:51.0,"31бу42""","100бу20""",,6,,1,
1967/8/30,56:39.0,"24бу42""","122бу00""",,4.8,,9,
1967/9/3,81:80:10.0,"24бу18""","122бу06""",3.6,4.7,,9,
1967/9/5,81:80:10.0,"31бу42""","100бу42""",,4.5,,2,
1967/9/9,30:02.0,"23бу48""","114бу24""",,4.4,,3,
1967/9/14,11:00.0,"30бу54""","94бу24""",,4.1,,3,
1967/9/14,31:19.0,"39бу12""","74бу00""",,4,,9,
1967/9/15,32:45.0,"27бу18""","91бу54""",1,5.5,,1,
1967/9/16,75:73:00.0,"24бу06""","120бу42""",4.7,5,,9,
1967/9/20,14:10.0,"24бу36""","122бу18""",10.1,4.2,,9,
1967/9/23,25:63:10.0,"31бу54""","95бу06""",,4.4,,3,
1967/9/23,40:91:30.0,"31бу54""","95бу06""",,4.7,,3,
1967/9/26,43:50.0,"37бу36""","113бу30""",,4,,2,
1967/9/26,55:23.0,"37бу24""","113бу42""",,4.5,,2,
1967/9/28,53:49.0,"42бу18""","79бу36""",1.5,5.1,,2,
1967/9/28,52:20.0,"22бу36""","121бу24""",2,4.25,,9,
1967/10/3,54:58.0,"35бу54""","99бу18""",,4.1,,2,
1967/10/9,62:92:90.0,"27бу12""","103бу12""",,4,,2,
1967/10/9,59:41.0,"38бу30""","99бу12""",,4.3,,2,
1967/10/10,90:74:20.0,"37бу09""","114бу51""",2,4.7,,1,
1967/10/13,24:52.0,"39бу48""","74бу12""",4.9,4.75,,3,
1967/10/15,33:18.0,"37бу37""","115бу04""",2,4.2,,1,
1967/10/16,54:35:90.0,"36бу48""","105бу00""",,4.8,VI,2,
1967/10/18,07:15.0,"23бу48""","123бу00""",6.4,5.5,,9,
1967/10/21,05:55.0,"31бу36""","100бу06""",,4.1,,2,
1967/10/21,00:33.0,"31бу36""","100бу00""",2.5,4.6,,2,
1967/10/25,85:92:30.0,"24бу24""","122бу18""",7.3,6.7,,9,
1967/10/25,95:72:40.0,"24бу18""","122бу12""",7.7,5.6,,9,
1967/10/25,08:39.0,"24бу36""","122бу18""",1,4.7,,9,
1967/10/25,54:40.0,"24бу18""","122бу06""",3.3,4.8,,2,
1967/10/26,22:89:90.0,"24бу12""","122бу24""",2,4.5,,9,
1967/10/26,22:10.0,"24бу12""","122бу30""",6,5.9,,2,
1967/10/28,13:00.0,"24бу18""","122бу12""",,4.9,,2,
1967/10/30,13:50.0,"23бу12""","99бу12""",,4.1,,2,
1967/11/2,85:74:90.0,"35бу36""","99бу12""",,4.3,,2,
1967/11/3,23:10.0,"38бу54""","104бу54""",,4,,3,
1967/11/4,23:10.0,"39бу48""","77бу48""",6.8,4.5,,9,
1967/11/4,21:19.0,"23бу24""","98бу42""",,4.9,,2,
1967/11/4,07:18.0,"24бу24""","122бу18""",7.7,5.1,,9,
1967/11/5,32:90:80.0,"36бу24""","82бу00""",,4.25,,4,
1967/11/13,73:19:90.0,"23бу48""","121бу30""",1,4.7,,9,
1967/11/17,58:35.0,"24бу00""","122бу12""",3.5,5.1,,2,
1967/11/17,48:04.0,"24бу12""","122бу12""",6.6,4.5,,9,
1967/11/18,01:46.0,"40бу28""","116бу34""",1.5,4,,1,
1967/11/19,28:20.0,"43бу54""","86бу00""",,4.5,,2,
1967/11/29,15:20.0,"37бу46""","115бу12""",2,4.9,,1,
1967/11/29,50:00.0,"37бу42""","115бу11""",3,4.25,,1,
1967/12/3,40:54:80.0,"37бу43""","115бу13""",2.5,5.7,VII,1,
1967/12/9,38:39.0,"23бу30""","121бу30""",6.8,4.7,,9,
1967/12/10,34:50.0,"46бу06""","83бу06""",,4.75,,3,
1967/12/12,20:52.0,"30бу42""","103бу12""",,4.3,,2,
1967/12/12,28:13.0,"39бу36""","74бу00""",,4.5,,9,
1967/12/15,52:50.0,"38бу12""","91бу24""",4.4,4.9,,2,
1967/12/16,85:91:60.0,"39бу18""","107бу18""",,4.2,,2,
1967/12/18,07:45.0,"36бу28""","111бу13""",3,5.4,VI,1,
1967/12/19,08:39.0,"24бу00""","121бу54""",2,5.2,,9,
1967/12/20,93:72:20.0,"36бу24""","111бу12""",,5,,2,
1967/12/30,24:03.0,"20бу24""","118бу12""",3.3,5,,9,
1967/12/30,36:57.0,"31бу42""","86бу42""",,4.5,,9,
1967/12/31,45:39:90.0,"24бу00""","121бу42""",2,4.7,,9,
1968/1/5,55:30.0,"39бу42""","100бу18""",,4,,2,
1968/1/7,73:73:20.0,"41бу42""","126бу00""",,4.4,,2,
1968/1/7,05:32.0,"37бу35""","115бу03""",2,4.7,,1,
1968/1/9,25:02.0,"37бу54""","105бу30""",,4.1,,1,
1968/1/13,03:45.0,"24бу00""","122бу24""",3,6.2,,2,
1968/1/16,35:50.0,"37бу46""","115бу13""",2,5.3,,1,
1968/1/17,01:39.0,"24бу06""","121бу30""",5,5.1,,9,
1968/1/17,00:10.0,"38бу48""","103бу06""",,4.5,,2,
1968/1/18,34:25:90.0,"30бу06""","124бу54""",30.9,4.2,,9,
1968/1/19,55:35:90.0,"22бу18""","121бу00""",7.2,4.8,,9,
1968/1/21,56:47.0,"40бу00""","109бу00""",,4,,2,
1968/1/22,35:40.0,"38бу12""","75бу42""",10,4.3,,2,
1968/1/23,22:02.0,"38бу36""","102бу12""",,4.3,,2,
1968/1/25,32:50.0,"37бу36""","103бу00""",,4,,2,
1968/1/27,56:20.0,"23бу06""","121бу36""",0.8,5.8,,2,
1968/1/29,62:95:20.0,"24бу42""","122бу42""",4,4.5,,9,
1968/1/31,45:19.0,"29бу48""","92бу12""",1.1,5.2,,2,
1968/2/5,04:05.0,"42бу30""","98бу00""",,4.4,,2,
1968/2/7,75:45:90.0,"31бу36""","103бу24""",,4,,2,
1968/2/8,29:27.0,"22бу54""","120бу42""",4.4,4.5,,9,
1968/2/10,29:10.0,"25бу18""","100бу54""",,4.3,,2,
1968/2/11,30:30.0,"34бу18""","78бу30""",,4.6,,2,
1968/2/11,33:50.0,"34бу24""","88бу36""",,4.1,,5,
1968/2/12,43:83:00.0,"34бу24""","78бу36""",5,4.9,,2,
1968/2/12,71:81:80.0,"34бу00""","78бу30""",6.2,4.5,,9,
1968/2/16,37:55.0,"33бу54""","94бу42""",3.3,4.8,,4,
1968/2/20,37:55.0,"27бу42""","92бу48""",,4,,3,
1968/2/22,73:23:70.0,"38бу12""","87бу00""",2.8,4.5,,9,
1968/2/26,50:15.0,"22бу48""","121бу30""",0.8,6.8,,9,
1968/3/3,50:15.0,"29бу54""","100бу18""",1,5.7,,2,
1968/3/4,94:24:60.0,"25бу36""","103бу54""",,4,,2,
1968/3/7,34:00.0,"26бу42""","125бу18""",3.3,4.8,,9,
1968/3/10,34:53.0,"29бу24""","98бу42""",,4,,2,
1968/3/16,26:35.0,"25бу18""","101бу06""",1.3,5.1,,2,
1968/3/17,94:09:90.0,"23бу06""","121бу36""",4,4,,9,
1968/3/17,23:42.0,"24бу06""","121бу48""",0.2,4.1,,9,
1968/3/17,46:39.0,"24бу24""","121бу42""",,4.2,,9,
1968/3/20,40:40:70.0,"24бу30""","122бу48""",,4.4,,4,
1968/3/20,54:36.0,"41бу00""","75бу06""",,4.6,,3,
1968/3/24,03:10.0,"39бу24""","73бу06""",,4.25,,9,
1968/3/28,01:21.0,"19бу18""","119бу54""",2.3,4.7,,9,
1968/3/29,47:39.0,"22бу48""","121бу18""",,4.5,,9,
1968/4/1,04:56.0,"25бу06""","117бу36""",,5.2,VI,2,
1968/4/2,32:23:90.0,"36бу12""","115бу12""",,4.2,,2,
1968/4/3,00:00.0,"31бу12""","93бу42""",,4.3,,3,
1968/4/3,57:00.0,"22бу48""","121бу24""",4,4.7,,9,
1968/4/4,13:41.0,"30бу48""","93бу42""",,4.5,,5,
1968/4/6,32:93:50.0,"37бу42""","115бу13""",2.8,4,,1,
1968/4/10,24:38.0,"22бу48""","121бу24""",4.5,4.7,,9,
1968/4/11,46:29.0,"42бу24""","131бу00""",53.5,4.9,,9,
1968/4/13,20:50.0,"35бу48""","82бу12""",,4.4,,4,
1968/4/21,42:10.0,"39бу42""","91бу30""",,4.5,,2,
1968/4/23,18:15.0,"24бу24""","122бу12""",3.3,4.6,,3,
1968/5/1,53:20.0,"24бу24""","121бу42""",3.3,4.6,,9,
1968/5/2,25:59.0,"24бу24""","121бу42""",2.5,4.7,,3,
1968/5/5,65:85:40.0,"26бу06""","99бу42""",,4.1,,2,
1968/5/6,44:10.0,"24бу00""","122бу48""",3.3,4.3,,2,
1968/5/9,34:81:30.0,"24бу18""","122бу30""",5.1,4.6,,9,
1968/5/10,23:32.0,"24бу12""","121бу42""",1.1,5.9,,2,
1968/5/10,09:21.0,"24бу18""","121бу54""",4,5.8,,2,
1968/5/10,44:39.0,"24бу24""","121бу48""",1,4.6,,9,
1968/5/11,43:31:60.0,"24бу18""","121бу54""",4,5.8,,9,
1968/5/11,43:79:90.0,"24бу18""","122бу00""",,4.9,,9,
1968/5/11,61:89:90.0,"24бу06""","122бу12""",1.5,4.8,,9,
1968/5/11,92:29:90.0,"24бу18""","121бу54""",2,4.7,,9,
1968/5/14,01:48.0,"37бу30""","113бу36""",,4.25,,2,
1968/5/14,01:36.0,"24бу42""","121бу30""",,4.6,,5,
1968/5/15,41:40.0,"37бу13""","114бу17""",2,4.7,,1,
1968/5/15,34:65:40.0,"37бу11""","114бу47""",1.5,5,,1,
1968/5/15,82:71:50.0,"37бу15""","114бу49""",2.5,4.7,,1,
1968/5/23,82:71:50.0,"25бу24""","97бу30""",,4,,2,
1968/6/1,25:42.0,"24бу48""","121бу48""",8.3,4.2,,9,
1968/6/3,14:10.0,"23бу36""","122бу18""",1.9,4.2,,9,
1968/6/4,10:51.0,"35бу36""","82бу24""",,4.7,,9,
1968/6/5,51:30.0,"22бу24""","121бу30""",3.5,5,,9,
1968/6/9,44:84:80.0,"26бу06""","124бу30""",20.4,4.9,,9,
1968/6/11,03:10.0,"39бу00""","75бу18""",6.3,4.5,,9,
1968/6/13,30:30.0,"37бу39""","115бу06""",2,4.25,,1,
1968/6/13,33:31.0,"23бу12""","105бу12""",,5.2,,2,
1968/6/17,54:23.0,"27бу12""","99бу54""",3.6,4,,3,
1968/6/17,26:32.0,"22бу24""","121бу18""",4,4.8,,9,
1968/6/25,70:89:90.0,"23бу54""","121бу54""",1,4.8,,9,
1968/6/25,18:10.0,"24бу42""","99бу48""",,4,,2,
1968/6/28,49:32.0,"37бу20""","114бу52""",2,4.2,,1,
1968/6/28,37:13.0,"30бу00""","99бу18""",,4,,2,
1968/6/29,45:40.0,"30бу18""","94бу54""",,4,,9,
1968/6/30,04:11.0,"30бу12""","94бу48""",4.8,4.7,,9,
1968/7/1,11:14.0,"30бу06""","94бу24""",7,4,,9,
1968/7/1,08:45.0,"25бу36""","101бу54""",,4.5,,1,
1968/7/4,45:58.0,"30бу18""","94бу54""",3.3,4.3,,9,
1968/7/5,50:01:60.0,"30бу36""","94бу54""",,4,,2,
1968/7/5,20:57.0,"30бу36""","94бу54""",,4,,2,
1968/7/5,32:16.0,"39бу48""","86бу06""",3.3,4.6,,9,
1968/7/6,64:93:00.0,"30бу36""","94бу54""",,4,,2,
1968/7/6,48:34.0,"24бу18""","122бу36""",4.7,5,,9,
1968/7/7,28:48.0,"30бу36""","94бу54""",,4.25,,2,
1968/7/13,05:53.0,"30бу18""","94бу48""",,4.5,,9,
1968/7/15,24:40.0,"30бу18""","94бу48""",4.8,4.3,,9,
1968/7/15,09:06.0,"30бу18""","95бу00""",,4.2,,9,
1968/7/16,35:39.0,"24бу54""","122бу24""",1,4.8,,9,
1968/7/17,62:30:60.0,"30бу18""","94бу48""",,4.2,,9,
1968/7/19,45:09:90.0,"22бу48""","121бу12""",1,4.8,,9,
1968/7/19,72:89:90.0,"22бу48""","121бу12""",0.5,4.8,,9,
1968/7/20,24:85:90.0,"30бу18""","94бу54""",,4.2,,9,
1968/7/20,22:08.0,"39бу30""","73бу54""",5,4.5,,9,
1968/7/21,50:13.0,"24бу54""","123бу18""",13.5,4.8,,9,
